id,label,image
44090,dog,44090.png
17829,cat,17829.png
26588,dog,26588.png
1099,cat,1099.png
39501,cat,39501.png
48929,cat,48929.png
13814,cat,13814.png
8756,dog,8756.png
36023,dog,36023.png
48833,dog,48833.png
27684,cat,27684.png
21050,cat,21050.png
24635,cat,24635.png
9422,cat,9422.png
26010,cat,26010.png
9074,cat,9074.png
15312,cat,15312.png
28023,dog,28023.png
12515,dog,12515.png
17600,dog,17600.png
16988,cat,16988.png
37376,dog,37376.png
38320,cat,38320.png
29083,cat,29083.png
14969,cat,14969.png
27247,cat,27247.png
7254,cat,7254.png
28732,cat,28732.png
9793,cat,9793.png
24016,dog,24016.png
27699,cat,27699.png
37757,cat,37757.png
19321,dog,19321.png
39195,cat,39195.png
44782,dog,44782.png
10012,cat,10012.png
41714,cat,41714.png
39158,dog,39158.png
2407,cat,2407.png
42967,dog,42967.png
8711,cat,8711.png
24563,cat,24563.png
39696,dog,39696.png
28726,cat,28726.png
49743,cat,49743.png
5037,dog,5037.png
32417,cat,32417.png
13827,cat,13827.png
477,cat,477.png
7933,cat,7933.png
22224,cat,22224.png
13929,cat,13929.png
10760,dog,10760.png
22877,dog,22877.png
31792,dog,31792.png
3592,cat,3592.png
895,dog,895.png
37092,cat,37092.png
23146,cat,23146.png
30778,cat,30778.png
3164,dog,3164.png
23860,cat,23860.png
21953,cat,21953.png
8057,cat,8057.png
48977,cat,48977.png
13932,cat,13932.png
29085,cat,29085.png
36528,cat,36528.png
34627,dog,34627.png
37164,cat,37164.png
1984,dog,1984.png
46122,cat,46122.png
20422,dog,20422.png
47159,dog,47159.png
16702,dog,16702.png
535,dog,535.png
25678,dog,25678.png
7534,cat,7534.png
26139,dog,26139.png
13999,dog,13999.png
11080,cat,11080.png
39124,dog,39124.png
15371,dog,15371.png
41286,cat,41286.png
26186,dog,26186.png
10925,dog,10925.png
33796,dog,33796.png
27271,cat,27271.png
29761,dog,29761.png
2635,dog,2635.png
31995,dog,31995.png
22762,cat,22762.png
28132,cat,28132.png
26736,dog,26736.png
49754,dog,49754.png
47974,cat,47974.png
39752,cat,39752.png
4180,cat,4180.png
44856,cat,44856.png
48915,cat,48915.png
47139,cat,47139.png
1547,cat,1547.png
45647,cat,45647.png
9281,dog,9281.png
9486,cat,9486.png
36052,cat,36052.png
47548,cat,47548.png
24461,cat,24461.png
42085,cat,42085.png
4532,cat,4532.png
16636,cat,16636.png
41494,cat,41494.png
42636,dog,42636.png
24504,dog,24504.png
35324,cat,35324.png
29632,dog,29632.png
39093,dog,39093.png
36605,cat,36605.png
18765,dog,18765.png
13202,cat,13202.png
5761,dog,5761.png
17252,cat,17252.png
34282,cat,34282.png
37403,dog,37403.png
32217,dog,32217.png
994,dog,994.png
10725,dog,10725.png
26486,cat,26486.png
157,dog,157.png
48586,cat,48586.png
24245,dog,24245.png
42446,cat,42446.png
22217,cat,22217.png
41013,cat,41013.png
25706,cat,25706.png
46197,cat,46197.png
8796,dog,8796.png
17377,dog,17377.png
26029,dog,26029.png
18230,dog,18230.png
44291,dog,44291.png
23624,dog,23624.png
39096,cat,39096.png
43108,dog,43108.png
14670,dog,14670.png
40247,cat,40247.png
16511,dog,16511.png
12702,dog,12702.png
1724,cat,1724.png
16796,dog,16796.png
16752,cat,16752.png
23907,dog,23907.png
45784,cat,45784.png
45276,cat,45276.png
15938,cat,15938.png
28727,dog,28727.png
31526,dog,31526.png
22867,cat,22867.png
25078,cat,25078.png
10061,dog,10061.png
23091,dog,23091.png
1557,cat,1557.png
49079,cat,49079.png
36133,dog,36133.png
46142,cat,46142.png
37965,cat,37965.png
38128,cat,38128.png
10550,dog,10550.png
41721,dog,41721.png
39974,dog,39974.png
46415,cat,46415.png
39415,dog,39415.png
8924,dog,8924.png
28337,dog,28337.png
20081,cat,20081.png
18363,cat,18363.png
3230,dog,3230.png
46535,dog,46535.png
7579,dog,7579.png
27220,dog,27220.png
15855,cat,15855.png
13585,cat,13585.png
19235,cat,19235.png
24453,dog,24453.png
3061,dog,3061.png
14682,dog,14682.png
7407,dog,7407.png
25813,cat,25813.png
11026,cat,11026.png
16628,cat,16628.png
22175,dog,22175.png
45747,dog,45747.png
49601,cat,49601.png
47025,dog,47025.png
30612,cat,30612.png
37514,cat,37514.png
33167,dog,33167.png
25608,dog,25608.png
24960,dog,24960.png
17068,cat,17068.png
6170,cat,6170.png
17138,cat,17138.png
5446,cat,5446.png
20631,cat,20631.png
44192,cat,44192.png
18686,dog,18686.png
23664,dog,23664.png
30130,dog,30130.png
16292,dog,16292.png
3159,dog,3159.png
35770,cat,35770.png
11380,cat,11380.png
6903,cat,6903.png
4303,cat,4303.png
3917,dog,3917.png
13247,dog,13247.png
33601,cat,33601.png
46038,cat,46038.png
28420,cat,28420.png
23105,cat,23105.png
10428,cat,10428.png
